q1,q2,q3,xe,ye,thetae
0.78,-0.34,0,17.64,10.89,25.21
1.15,-2.57,1,10.3,-3.39,-24.06
2.81,-0.47,0,-16.36,12.34,134.07
2.32,-2.78,-1,2.28,-4.94,-83.65
2.85,-0.09,0,-19.7,7.23,158.14
1.49,-1.38,0,14.48,8.51,6.3
2.09,-0.12,-1,-2.24,18.3,55.58
2.09,-0.19,1,-12.53,14.38,166.16
2.76,-2.93,1,5.13,6.59,47.56
1.39,-1.23,-1,12.84,2.79,-48.13
0.55,-1.39,1,17.55,-0.44,9.17
0.26,-1.56,1,15.32,-7.01,-17.19
0.4,-3.09,0,-6.15,-3.38,-154.13
1.94,-2.58,-1,2.6,-4.64,-93.97
0.87,-2.23,0,7.44,-8.34,-77.92
1.25,-2.65,0,4.59,-7.15,-80.21
1.66,-2.61,-1,0.86,-5.22,-111.73
3.07,-2.33,0,3.36,9.94,42.4
0.5,-1.52,-1,6.77,-8.91,-115.74
1.54,-0.38,1,-0.88,19.23,123.76
0.14,-1.96,0,3.48,-12.59,-104.28
0.29,-0.8,-1,13.24,-8.4,-86.52
2.31,-0.09,-1,-6.54,17.32,69.9
1.52,-0.74,-1,12.16,10.39,-12.61
0.89,-2.22,-1,1.26,-6.44,-133.5
2.93,-2.74,-1,4.86,-2.28,-46.41
2.36,-0.21,2,-12.53,4.87,237.78
1.17,-1.65,1,15.01,6.69,29.79
2.34,-0.07,0,-13.88,15.74,130.06
0.8,-2.99,1,3.42,-7.18,-68.18
1.75,-2.32,2,5.63,10.04,81.93
2.7,-2.08,-1,5.87,4.46,-21.77
0.87,-2.47,1,10.09,-5.6,-34.38
2.37,-1.5,1,-2.57,16.92,107.14
3.05,-1.4,0,-8.08,14.6,94.54
1.61,-1.57,-1,10.73,1.54,-55.0
0.27,-2.97,-1,-5.52,2.58,-211.99
0.05,-1.43,1,14.82,-9.12,-21.77
0.99,-2.07,1,14.12,-0.88,-4.58
2.74,-2.37,-1,5.74,1.14,-36.1
2.29,-2.19,1,5.53,12.2,63.03
0.56,-0.27,1,14.58,12.45,73.91
2.59,-2.58,1,4.76,9.67,57.87
1.81,-1.44,1,6.26,16.19,78.5
1.67,-0.48,0,4.51,19.96,68.18
2.98,-0.43,0,-18.53,8.93,146.1
3.01,-1.04,2,-14.39,2.21,227.46
2.9,-1.88,1,-6.17,13.95,115.74
1.83,-0.07,0,-4.43,20.52,100.84
1.46,-2.99,1,7.1,-3.58,-30.37
0.72,-2.86,2,8.42,-2.26,-8.02
1.36,-2.0,-1,6.6,-4.32,-93.97
0.37,-0.01,0,19.63,7.46,20.63
0.91,-1.35,0,16.96,-0.44,-25.21
0.68,-2.09,1,12.98,-5.3,-23.49
1.45,-1.68,1,12.68,10.23,44.12
2.29,-1.38,0,3.98,16.32,52.14
2.17,-2.78,0,7.53,-2.24,-34.95
2.85,-0.47,-1,-10.44,13.72,79.07
0.4,-1.42,-1,7.07,-9.54,-115.74
2.2,-2.77,0,7.67,-1.9,-32.66
0.27,-1.68,-1,2.66,-9.72,-138.08
0.05,-0.79,-1,10.98,-11.27,-99.69
2.61,-2.79,0,7.74,1.04,-10.31
3.12,-1.52,1,-13.2,10.76,148.97
0.77,-0.1,1,9.82,16.19,95.68
1.06,-0.51,0,15.36,13.42,31.51
2.22,-1.6,0,7.16,13.71,35.52
1.82,-0.06,-1,2.03,18.48,43.54
3.0,-2.52,-1,5.35,0.74,-29.79
0.0,-0.23,0,20.63,-3.19,-13.18
2.35,-0.28,1,-15.25,11.63,175.9
1.99,-0.06,0,-7.77,19.5,110.58
1.68,-2.01,0,12.48,2.42,-18.91
0.43,-2.5,1,6.37,-9.37,-61.31
1.74,-2.98,0,3.37,-6.34,-71.05
2.57,-0.76,0,-9.2,17.39,103.71
2.88,-2.38,1,-0.12,12.15,85.94
2.19,-1.95,0,9.54,9.03,13.75
0.08,-0.78,-1,11.43,-10.89,-97.4
1.99,-0.23,-1,0.91,18.09,43.54
2.41,-1.08,-1,3.08,13.74,18.91
1.38,-2.59,0,6.27,-6.23,-69.33
1.31,-0.29,0,9.13,18.69,58.44
3.07,-2.93,-1,4.52,-3.83,-49.27
2.31,-2.59,1,7.27,7.85,41.25
0.57,-3.01,-1,-6.14,1.32,-197.1
1.44,-0.48,0,8.94,18.41,55.0
1.67,-2.18,-1,5.84,-3.44,-86.52
1.75,-0.75,1,-0.38,19.14,114.59
2.16,-1.32,1,-1.08,17.78,105.42
2.58,-0.68,1,-14.98,12.03,166.16
0.28,-1.77,-1,1.73,-9.29,-142.67
2.1,-0.46,-1,1.6,17.21,36.67
0.87,-3.04,0,-3.38,-6.21,-124.33
2.78,-0.55,1,-17.81,7.39,185.07
2.55,-1.04,1,-11.03,15.02,143.81
2.9,-1.49,-1,0.74,11.37,23.49
1.94,-0.66,1,-5.08,18.55,130.63
0.35,-2.34,0,0.88,-10.39,-114.02
2.0,-2.72,1,9.08,3.68,16.04
1.23,-2.1,-1,4.79,-5.44,-107.14
0.94,-1.06,1,15.54,10.21,50.42
2.69,-0.78,0,-10.96,16.26,109.43
1.63,-1.99,-1,7.6,-2.32,-77.92
0.02,-0.26,-1,16.07,-8.14,-71.05
1.47,-0.07,1,-3.27,18.59,137.51
1.69,-0.02,0,-2.22,20.88,95.68
0.55,-2.77,-1,-5.24,-1.37,-184.49
2.65,-0.46,1,-17.23,8.67,182.77
2.59,-1.62,0,1.95,15.22,55.58
0.54,-2.9,1,2.5,-8.18,-77.92
2.56,-2.28,1,2.89,12.49,73.34
2.97,-3.06,0,7.05,-0.06,-5.16
0.51,-0.23,-1,18.1,0.74,-41.25
3.09,-0.14,0,-20.73,3.03,169.02
1.24,-2.88,0,1.31,-7.35,-93.97
2.6,-3.13,1,6.28,3.24,26.93
1.28,-2.48,1,11.4,-1.21,-11.46
0.94,-0.5,-2,10.54,1.63,-89.38
2.65,-1.47,-1,3.38,11.03,10.31
2.37,-2.05,0,8.27,9.28,18.33
0.87,-0.4,1,11.46,15.48,84.22
2.58,-2.89,-2,-3.97,-3.58,-132.35
2.66,-0.38,-1,-8.76,15.26,73.34
2.7,-3.13,-1,1.02,-6.86,-81.93
0.83,-2.82,-2,-2.75,4.02,-228.61
2.63,-0.46,-1,-7.32,15.65,67.04
2.22,-1.13,0,2.24,17.99,62.45
2.03,-3.07,-1,-2.72,-6.01,-116.88
1.38,-2.49,1,11.4,-0.17,-6.3
2.6,-1.09,-1,0.54,14.01,29.22
2.73,-0.42,-1,-9.33,14.74,75.06
0.19,-0.17,0,20.87,1.6,1.15
2.01,-2.71,1,9.06,3.89,17.19
1.05,-1.61,-1,9.49,-4.65,-89.38
0.42,-2.47,-1,-3.81,-4.0,-174.75
1.29,-0.42,0,10.97,17.43,49.85
0.14,-2.79,-1,-5.35,1.08,-209.13
1.5,-0.64,2,-1.66,14.23,163.87
1.14,-0.18,-2,10.48,6.06,-59.59
1.08,-0.2,0,12.22,16.96,50.42
2.65,-2.57,-1,5.05,-1.71,-52.71
0.29,-0.51,-1,15.94,-6.1,-69.9
1.46,-2.73,-1,-1.66,-5.09,-130.06
1.43,-1.68,0,14.55,3.47,-14.32
0.41,-0.08,-1,18.53,0.71,-38.39
1.08,-1.0,0,17.25,7.29,4.58
0.57,-0.18,1,13.63,13.32,79.64
1.1,-2.37,1,12.0,-2.31,-15.47
1.97,-2.67,-1,1.73,-5.0,-97.4
0.24,-2.43,1,5.34,-10.54,-68.18
0.05,-1.67,0,6.3,-13.63,-92.82
0.0,-1.47,0,8.41,-13.93,-84.22
0.47,-2.12,1,11.26,-8.04,-37.24
2.4,-1.88,-1,7.12,4.97,-27.5
0.96,-0.68,1,12.75,14.37,73.34
2.46,-0.88,1,-11.43,15.14,147.82
1.15,-1.66,0,15.08,-0.45,-29.22
0.55,-2.31,0,3.33,-10.09,-100.84
1.03,-1.76,1,15.57,3.2,15.47
3.09,-2.3,-1,4.78,3.87,-12.03
2.93,-2.42,-1,5.44,1.59,-28.07
2.91,-0.34,1,-19.07,2.49,204.55
2.91,-2.64,-2,-1.18,-3.44,-99.12
2.73,-2.44,-1,5.6,0.24,-40.68
1.74,-2.52,-1,2.34,-4.87,-101.99
1.81,-1.57,0,11.94,10.13,13.75
1.14,-3.05,0,-1.74,-6.84,-109.43
1.96,-0.64,-1,5.73,15.46,18.33
0.79,-0.64,1,14.71,12.41,65.89
1.53,-2.09,-1,6.29,-3.72,-89.38
0.57,-0.54,0,19.89,4.2,1.72
2.92,-2.91,-2,-2.68,-4.79,-114.02
2.97,-2.25,1,-2.68,12.73,98.55
0.34,-1.69,0,9.67,-11.33,-77.35
0.18,-1.56,0,9.54,-12.49,-79.07
2.83,-2.86,0,7.33,1.73,-1.72
2.01,-0.16,0,-6.83,19.79,106.0
2.78,-1.66,0,-0.45,15.08,64.17
1.95,-1.9,-1,8.47,1.16,-54.43
0.23,-2.14,-1,-2.33,-6.61,-166.73
2.83,-0.78,-1,-6.41,14.43,60.16
2.66,-1.23,1,-10.52,14.74,139.23
1.18,-2.32,-1,1.82,-5.78,-122.61
0.82,-2.99,1,3.56,-7.11,-67.04
2.55,-1.33,1,-7.64,16.05,127.2
2.32,-0.93,0,-2.25,18.9,79.64
0.85,-1.48,0,15.93,-2.99,-36.1
2.1,-2.34,-1,5.54,-2.24,-71.05
2.52,-0.08,0,-16.38,13.11,139.8
2.37,-1.96,-1,7.22,3.78,-33.8
0.5,-2.8,0,-3.18,-7.08,-131.78
2.38,-3.07,0,5.73,-4.08,-39.53
1.06,-0.3,1,7.18,17.8,100.84
0.77,-1.96,-1,3.56,-7.33,-125.48
1.86,-1.5,-1,10.17,4.99,-36.67
2.62,-0.11,1,-18.25,5.1,201.11
1.54,-2.74,-1,-1.37,-5.19,-126.05
2.6,-3.08,1,6.29,3.85,29.79
2.21,-2.81,0,7.38,-2.29,-34.38
0.15,-0.5,0,20.07,-3.75,-20.05
1.28,-1.98,0,12.71,-2.31,-40.11
0.31,-2.82,-1,-5.51,0.52,-201.11
2.08,-0.67,0,-1.17,19.93,80.79
2.85,-2.74,-1,4.66,-2.66,-50.99
1.7,-1.91,-1,8.42,-1.07,-69.33
1.28,-2.64,0,4.94,-6.98,-77.92
0.89,-0.52,-1,16.59,3.85,-36.1
1.05,-3.08,0,-2.72,-6.48,-116.31
1.41,-2.57,1,10.83,-0.62,-9.17
1.6,-1.18,-1,12.04,6.02,-33.23
2.51,-2.86,1,6.5,5.97,37.24
0.72,-0.53,0,19.01,7.26,10.89
1.9,-2.15,1,9.64,9.66,42.97
1.52,-1.63,1,11.72,11.66,50.99
0.54,-1.5,0,14.03,-7.87,-55.0
0.05,-1.73,0,5.47,-13.57,-96.26
0.68,-2.79,1,4.96,-7.88,-63.6
0.3,-1.21,1,17.96,-2.83,5.16
1.33,-1.04,-1,13.69,4.24,-40.68
0.4,-0.8,-1,14.08,-6.9,-80.21
1.71,-1.62,0,12.97,8.19,5.16
1.44,-2.26,-1,3.96,-4.96,-104.28
0.53,-0.72,0,19.79,0.89,-10.89
2.47,-1.97,0,6.81,11.07,28.65
0.28,-1.6,-2,1.58,-3.6,-190.22
2.64,-1.5,0,-0.29,16.09,65.32
1.4,-0.08,0,4.66,20.46,75.63
1.61,-0.08,1,-5.72,18.01,144.96
0.16,-1.62,1,13.96,-8.95,-26.36
2.84,-0.93,1,-15.83,10.29,166.73
2.65,-0.9,-1,-2.3,14.96,42.97
0.64,-2.23,0,5.35,-9.82,-91.1
1.63,-0.8,1,2.52,18.92,104.85
1.19,-2.75,-1,-3.17,-4.35,-146.68
1.66,-2.5,0,8.72,-3.45,-48.13
1.03,-2.72,0,1.94,-7.9,-96.83
2.67,-0.47,-1,-7.82,15.36,68.75
1.33,-1.22,1,11.74,13.84,63.6
0.63,-1.7,1,16.0,-2.51,-4.01
1.39,-0.84,-1,13.53,7.5,-25.78
1.33,-1.23,1,11.81,13.74,63.03
1.37,-0.44,1,3.12,19.02,110.58
0.43,-0.83,1,18.59,4.14,34.38
0.01,-1.69,0,5.47,-13.85,-96.26
0.31,-0.32,-1,17.39,-3.86,-57.87
0.24,-1.86,-1,0.39,-8.82,-150.11
2.17,-2.97,1,7.79,2.15,11.46
3.08,-2.83,1,2.0,8.81,71.62
3.06,-0.48,-1,-12.97,11.3,90.53
1.88,-1.43,-1,10.14,6.05,-31.51
2.59,-2.49,-2,-1.26,-2.26,-108.86
1.6,-1.12,-1,12.08,6.75,-29.79
2.96,-1.09,-1,-4.43,13.3,49.85
0.96,-2.11,1,13.8,-1.7,-8.59
1.9,-2.15,0,11.3,3.16,-14.32
0.77,-2.2,-1,0.71,-6.63,-139.23
1.44,-0.6,0,10.26,17.37,48.13
1.99,-0.61,-1,4.98,15.86,21.77
0.62,-2.22,1,11.27,-6.88,-34.38
0.45,-2.79,1,3.04,-8.8,-76.78
1.36,-2.73,0,4.26,-6.87,-78.5
2.88,-2.34,0,5.25,9.01,30.94
1.67,-2.6,0,7.68,-4.26,-53.29
0.58,-3.13,-1,-6.38,2.71,-203.4
2.65,-0.66,-1,-5.18,15.55,56.72
1.77,-2.56,1,10.39,3.35,12.03
1.7,-2.39,0,9.9,-1.97,-39.53
1.37,-1.52,0,15.24,4.77,-8.59
1.0,-0.75,2,6.17,13.07,128.92
1.52,-1.77,0,13.92,3.53,-14.32
2.29,-1.48,1,-1.44,17.14,103.71
1.63,-1.22,1,7.13,16.69,80.79
1.7,-1.75,1,10.16,12.29,54.43
1.1,-1.01,0,17.12,7.5,5.16
2.73,-2.89,2,-1.37,8.43,105.42
1.27,-0.76,-1,14.36,6.81,-28.07
1.67,-0.15,1,-6.03,18.03,144.39
2.72,-1.99,-1,5.58,5.67,-15.47
2.92,-2.31,0,4.65,9.56,34.95
1.89,-1.22,-1,9.91,8.73,-18.91
1.18,-0.64,1,8.89,17.07,88.24
1.47,-1.83,0,13.81,2.03,-20.63
1.03,-1.88,1,15.15,1.79,8.59
0.2,-2.28,0,0.04,-10.83,-119.18
3.03,-0.33,1,-19.22,0.06,211.99
1.59,-1.0,1,5.55,17.89,91.1
1.44,-1.21,-1,12.75,3.66,-44.12
0.9,-2.53,0,3.52,-8.49,-93.39
2.08,-1.59,0,8.94,12.7,28.07
1.11,-1.36,1,15.02,9.31,42.97
1.37,-2.54,-1,0.18,-5.37,-124.33
3.09,-1.84,-1,2.0,8.74,14.32
2.87,-2.26,1,-1.28,12.88,92.25
1.93,-1.24,-1,9.6,8.87,-17.76
1.73,-0.03,-1,3.34,18.36,40.11
0.73,-0.7,1,15.82,10.88,59.01
2.75,-2.63,-1,4.94,-1.89,-50.42
1.59,-0.53,0,6.71,19.21,60.73
0.53,-0.34,0,19.79,6.18,10.89
2.99,-0.79,1,-18.03,6.31,183.35
0.29,-1.89,1,12.28,-8.95,-34.38
1.84,-0.01,0,-5.45,20.28,104.85
1.26,-2.98,1,6.36,-4.87,-41.25
1.04,-2.63,-1,-2.55,-4.63,-148.4
1.85,-1.13,0,8.6,15.96,41.25
0.8,-2.11,2,12.08,2.71,39.53
2.58,-2.92,2,0.05,8.37,95.11
1.43,-0.45,0,8.78,18.56,56.15
2.72,-0.99,2,-13.32,5.89,213.71
1.23,-0.41,1,5.39,18.5,104.28
1.66,-2.82,0,4.97,-5.86,-66.46
2.86,-0.41,-2,-5.81,9.45,25.78
2.69,-0.63,0,-12.88,15.41,118.03
2.23,-1.34,0,4.52,16.41,50.99
0.38,-1.42,0,13.59,-9.48,-59.59
2.92,-0.87,0,-13.28,13.96,117.46
1.17,-0.47,1,7.18,17.9,97.4
2.12,-2.53,-1,3.89,-3.73,-80.79
1.06,-3.08,0,-2.66,-6.5,-115.74
1.7,-2.98,-1,-3.45,-5.08,-130.63
0.57,-2.23,0,4.65,-10.17,-95.11
2.84,-0.64,2,-14.24,1.64,240.64
1.36,-0.85,1,8.0,17.25,86.52
0.95,-0.22,1,8.18,17.27,99.12
2.65,-0.02,0,-18.38,10.16,150.69
1.46,-1.84,-1,8.6,-2.51,-79.07
1.01,-3.09,1,3.61,-6.36,-61.88
0.28,-1.83,1,12.84,-8.72,-31.51
1.12,-2.99,1,5.5,-5.74,-49.85
0.35,-1.09,-1,10.57,-9.22,-99.69
1.57,-2.99,1,7.45,-2.77,-24.06
1.1,-0.59,0,15.39,13.07,29.22
0.18,-0.14,0,20.88,1.81,2.29
0.6,-2.48,-1,-3.11,-4.53,-165.01
1.31,-1.62,0,15.14,2.49,-17.76
1.36,-0.11,1,-0.73,18.93,128.92
2.5,-1.41,0,0.87,16.6,62.45
2.04,-0.9,0,2.68,18.96,65.32
2.93,-2.63,0,6.53,5.61,17.19
1.91,-0.73,0,3.0,19.55,67.61
2.32,-0.27,0,-11.22,17.55,117.46
2.32,-3.08,0,5.38,-4.52,-43.54
0.71,-2.58,1,7.76,-7.48,-49.85
1.14,-0.28,-1,14.42,10.69,-8.02
2.18,-0.41,-1,-0.37,17.48,44.12
1.56,-1.01,-1,12.35,7.61,-25.78
2.07,-0.38,-1,1.22,17.55,39.53
0.58,-0.01,1,11.75,14.61,89.95
2.93,-3.08,1,4.7,5.68,48.7
2.23,-0.85,-1,3.54,15.0,21.77
2.43,-2.71,-1,3.43,-4.07,-73.34
0.56,-0.93,-1,13.85,-5.67,-78.5
0.02,-2.5,1,2.11,-11.13,-84.8
1.81,-0.46,1,-5.04,18.61,134.65
2.27,-0.42,-1,-1.81,17.35,48.7
0.43,-2.31,-1,-2.53,-5.56,-165.01
2.58,-1.16,1,-10.13,15.27,138.66
1.96,-1.45,-1,9.63,6.6,-28.07
2.29,-1.83,1,2.43,15.33,83.65
3.06,-0.22,0,-20.34,4.73,162.72
2.14,-3.09,-1,-2.29,-6.3,-111.73
0.55,-2.49,0,0.92,-9.4,-111.15
0.02,-1.56,-1,1.44,-10.82,-145.53
1.01,-0.59,-1,15.97,4.95,-33.23
2.31,-2.21,-1,6.6,0.39,-51.57
1.67,-1.37,1,7.87,15.78,74.48
1.59,-1.13,0,12.41,13.21,26.36
2.44,-3.05,1,6.87,3.17,22.35
0.25,-0.46,-1,16.1,-6.28,-69.33
0.91,-1.04,0,18.18,3.71,-7.45
0.59,-1.07,1,18.1,4.14,29.79
1.9,-1.57,-1,9.85,4.55,-38.39
2.82,-1.89,1,-4.92,14.38,110.58
0.9,-0.58,1,12.73,14.47,75.63
1.72,-2.84,-2,-4.99,0.47,-178.76
1.09,-2.15,-1,3.37,-6.08,-118.03
2.73,-2.56,1,3.21,10.43,67.04
0.39,-2.88,-1,-5.67,0.81,-199.96
1.95,-0.66,-1,6.06,15.23,16.62
0.08,-2.25,1,5.76,-11.67,-67.04
1.36,-2.84,-1,-3.42,-4.43,-142.09
1.74,-2.03,1,10.84,9.46,40.68
0.68,-0.37,-1,17.51,2.08,-39.53
1.53,-3.01,1,7.13,-3.21,-27.5
0.55,-2.18,0,5.14,-10.32,-93.39
1.15,-2.99,0,-0.86,-7.11,-105.42
0.67,-1.06,-1,13.22,-5.2,-79.64
1.89,-1.15,-1,9.74,9.57,-14.9
2.13,-0.59,0,-3.28,19.93,88.24
1.68,-2.32,1,11.4,5.24,20.63
0.86,-2.36,0,5.56,-8.66,-85.94
1.91,-2.15,1,9.54,9.76,43.54
0.96,-2.76,-1,-4.17,-3.43,-160.43
2.33,-0.77,-1,1.19,15.8,32.09
2.81,-2.31,-1,5.67,2.28,-28.65
2.55,-1.88,-1,6.3,5.98,-18.91
0.38,-0.97,0,18.13,-5.19,-33.8
1.33,-1.4,1,12.84,11.92,53.29
2.17,-0.72,-1,3.2,15.77,25.78
1.0,-0.83,-1,15.41,1.91,-47.56
3.11,-2.21,0,1.71,11.19,51.57
0.59,-2.07,1,12.66,-6.31,-27.5
2.35,-2.41,0,9.06,4.14,-3.44
0.5,-2.52,0,0.06,-9.26,-115.74
1.05,-0.52,1,9.81,16.6,87.66
1.3,-2.54,0,6.42,-6.5,-71.05
2.76,-1.83,0,1.87,13.83,53.29
1.0,-2.1,1,13.92,-1.05,-5.73
0.91,-0.31,1,9.87,16.48,91.67
0.94,-3.12,-2,-3.43,5.94,-239.5
0.93,-1.31,1,16.38,7.08,35.52
1.44,-1.38,0,14.89,7.78,3.44
2.75,-2.07,-1,5.62,4.87,-18.33
0.39,-0.03,-1,18.64,0.95,-36.67
2.28,-2.91,0,6.75,-2.94,-36.1
2.06,-0.8,0,0.99,19.51,72.19
1.54,-2.33,-2,-1.43,-0.39,-159.86
2.15,-0.47,1,-10.86,15.93,153.55
1.75,-0.39,-1,6.77,16.2,20.63
1.52,-2.58,0,7.2,-5.22,-60.73
1.6,-0.81,0,9.65,16.94,45.26
1.63,-2.37,1,11.52,4.07,14.9
2.12,-1.04,0,2.94,18.32,61.88
0.29,-0.69,-1,14.34,-7.62,-80.21
1.1,-1.38,-1,11.91,-2.4,-73.34
0.43,-2.7,1,3.93,-9.13,-72.77
1.07,-2.49,-1,-0.84,-5.4,-138.66
2.44,-1.22,1,-7.17,16.67,127.2
0.22,-2.53,0,-2.6,-8.82,-132.35
1.23,-0.23,0,9.9,18.38,57.3
1.61,-2.57,-1,1.08,-5.22,-112.3
1.93,-3.1,-1,-3.68,-5.67,-124.33
1.7,-1.4,1,7.66,15.76,74.48
1.06,-0.6,0,15.97,12.32,26.36
1.92,-0.12,0,-5.58,20.21,103.13
0.91,-2.28,0,7.09,-8.19,-78.5
2.61,-0.8,-1,-2.87,15.42,46.41
2.36,-2.53,1,6.65,8.91,47.56
0.79,-2.84,1,5.18,-7.31,-60.16
1.87,-2.57,-2,-3.04,-0.81,-154.7
2.12,-1.0,1,-4.26,18.24,121.47
0.82,-1.36,1,17.05,4.63,26.36
1.4,-1.59,-1,10.67,-0.92,-68.18
1.24,-0.86,0,15.27,11.81,21.77
0.84,-1.82,-1,5.79,-7.02,-113.45
0.74,-2.57,0,1.58,-8.81,-104.85
0.23,-1.42,1,16.29,-6.22,-10.89
3.05,-0.1,-1,-16.43,8.48,111.73
0.9,-0.81,-1,15.62,0.59,-52.14
2.96,-0.76,1,-17.99,6.52,183.35
2.85,-0.19,0,-19.11,8.5,152.41
1.29,-0.39,0,10.64,17.69,51.57
2.38,-1.37,1,-4.32,17.09,115.16
2.48,-2.58,-1,4.62,-2.64,-63.03
2.87,-1.14,-1,-2.64,13.46,41.83
2.08,-0.96,1,-4.02,18.38,121.47
0.38,-0.06,1,14.88,11.58,75.63
0.55,-0.28,0,19.46,7.39,15.47
2.33,-2.12,0,8.87,8.0,12.03
1.39,-2.4,0,8.7,-4.97,-57.87
2.99,-2.64,1,1.19,10.29,77.35
0.07,-2.88,0,-6.25,-4.07,-161.0
0.37,-3.09,0,-6.25,-3.2,-155.84
1.33,-2.82,-1,-3.33,-4.42,-142.67
2.71,-1.27,1,-10.79,14.39,139.8
2.76,-1.78,1,-5.38,14.84,113.45
1.83,-1.68,-1,9.75,2.55,-48.7
3.08,-1.56,0,-6.28,14.41,87.09
2.03,-2.89,-1,-0.53,-5.74,-106.57
0.27,-2.2,-1,-2.56,-6.16,-167.88
0.28,-0.1,-1,18.39,-1.93,-46.98
1.83,-1.98,1,9.75,10.98,48.7
2.18,-1.2,0,3.79,17.37,56.15
2.3,-2.83,1,7.62,4.85,26.93
2.64,-1.97,0,4.84,12.06,38.39
1.71,-2.73,-1,-0.35,-5.34,-115.74
2.5,-0.92,1,-11.6,14.92,147.82
1.29,-2.33,-1,2.32,-5.55,-116.88
2.29,-2.85,0,7.25,-2.17,-32.09
2.72,-2.36,-1,5.78,1.15,-36.67
1.29,-2.52,-1,-0.01,-5.4,-127.77
2.82,-1.63,0,-1.44,15.21,68.18
0.22,-0.74,0,18.98,-5.43,-29.79
0.01,-0.45,0,19.67,-5.89,-25.21
1.64,-2.43,-1,2.92,-4.82,-102.56
0.64,-0.32,-1,17.7,1.98,-38.96
1.27,-0.92,-1,14.22,4.85,-37.24
2.19,-0.29,-1,-1.97,17.81,51.57
3.03,-2.97,0,7.02,1.62,3.44
0.76,-3.1,-1,-6.66,1.17,-191.37
1.95,-1.87,0,11.36,7.62,4.58
1.62,-2.66,1,10.19,0.67,-2.29
1.58,-1.69,1,11.3,11.67,50.99
1.6,-0.05,-1,5.91,17.65,31.51
2.1,-1.29,1,-0.37,17.91,103.71
1.36,-2.32,-1,2.82,-5.37,-112.3
1.99,-0.14,1,-11.48,15.14,163.29
2.91,-2.22,1,-2.25,13.01,96.83
1.77,-2.94,-1,-2.6,-5.36,-124.33
0.11,-0.52,-1,14.5,-8.93,-80.79
2.33,-1.12,0,0.12,18.18,69.33
3.04,-0.96,-1,-7.08,13.0,61.88
1.7,-2.98,1,7.83,-1.7,-16.04
1.95,-2.07,0,11.31,4.83,-6.88
0.47,-1.01,-1,12.46,-7.43,-88.24
2.17,-2.09,0,10.01,6.9,4.58
0.78,-2.56,-1,-3.02,-4.4,-159.28
2.78,-0.73,1,-16.75,9.33,174.75
1.42,-0.36,0,7.9,19.13,60.73
2.6,-0.34,-1,-8.31,15.68,72.19
1.39,-0.4,0,8.94,18.59,56.72
1.35,-0.55,0,11.29,16.87,45.84
2.02,-2.14,-2,0.26,-0.5,-121.47
2.65,-2.55,0,7.76,4.7,5.73
2.02,-0.35,0,-4.43,20.24,95.68
3.04,-1.52,-2,-0.4,4.47,-27.5
1.22,-1.73,1,14.69,6.45,28.07
0.86,-1.3,1,16.83,6.04,32.09
1.68,-1.07,1,4.7,17.96,92.25
0.43,-2.95,0,-5.02,-5.23,-144.39
2.89,-1.29,0,-7.19,15.74,91.67
1.29,-1.03,-1,13.87,3.81,-42.4
1.69,-0.8,-1,10.53,11.62,-6.3
0.91,-0.17,0,14.63,14.97,42.4
1.93,-3.01,1,7.82,-0.18,-4.58
2.93,-1.6,1,-9.99,13.35,133.5
0.92,-2.89,1,5.48,-6.65,-55.58
1.88,-0.98,-1,9.19,11.45,-5.73
0.88,-2.26,-1,0.72,-6.31,-136.36
1.86,-2.45,-1,3.69,-4.18,-91.1
0.31,-0.93,-1,12.02,-8.92,-92.82
1.9,-1.05,0,6.98,17.14,48.7
1.11,-1.97,1,14.61,1.94,8.02
0.32,-3.02,-1,-5.62,2.92,-211.99
0.52,-2.51,0,0.38,-9.31,-114.02
3.02,-0.68,0,-16.69,10.91,134.07
1.85,-0.1,-1,1.94,18.39,42.97
0.42,-1.65,-1,4.44,-9.28,-127.77
1.42,-2.67,1,10.04,-1.45,-14.32
2.49,-2.08,-1,6.67,3.14,-33.8
1.8,-2.91,0,4.63,-5.72,-63.6
2.78,-1.55,-1,2.61,10.67,13.18
3.14,-0.16,0,-20.82,2.26,170.74
1.29,-0.8,1,8.68,17.0,85.37
0.15,-2.84,0,-5.68,-5.06,-154.13
0.62,-0.59,-1,16.65,-1.5,-55.58
0.22,-2.34,0,-0.48,-10.41,-121.47
0.36,-1.74,0,9.21,-11.28,-79.07
2.28,-0.94,1,-7.83,17.16,134.07
2.69,-1.25,0,-4.47,16.94,82.51
2.22,-2.96,1,7.7,2.66,14.9
3.09,-0.81,-2,-4.82,7.61,16.04
0.78,-0.56,0,18.64,7.98,12.61
2.73,-1.56,1,-7.63,15.03,124.33
1.06,-1.54,1,15.71,6.35,29.79
1.18,-2.86,0,1.14,-7.44,-96.26
0.96,-2.09,1,13.94,-1.5,-7.45
1.18,-1.92,-1,6.66,-5.15,-99.69
2.1,-0.12,0,-9.1,18.89,113.45
0.88,-1.09,-1,13.78,-2.61,-69.33
2.24,-1.62,1,1.01,16.55,92.82
1.98,-0.89,1,-3.02,18.71,119.75
0.96,-1.92,1,15.02,0.28,2.29
1.77,-3.03,-2,-6.2,1.02,-186.78
2.17,-2.1,1,6.4,12.41,61.31
2.88,-2.83,-2,-2.36,-4.34,-111.73
1.07,-2.81,0,1.0,-7.66,-99.69
